REGION,HYDROTECHS,SEASON,YEAR,VALUE
Greece,Pigwn_Aoou,3,2023,0.079824133
Greece,Pigwn_Aoou,4,2023,0.077478864
Greece,Pigwn_Aoou,5,2023,0.079030318
Greece,Pigwn_Aoou,6,2023,0.162441593
Greece,Pigwn_Aoou,7,2023,0.196518196
Greece,Pigwn_Aoou,8,2023,0.201003863
Greece,Pigwn_Aoou,9,2023,0.17082437
Greece,Pigwn_Aoou,10,2023,0.206131296
Greece,Pigwn_Aoou,11,2023,0.130781439
Greece,Pigwn_Aoou,12,2023,0.239320224
Greece,Plastira,1,2023,0.17027812
Greece,Plastira,2,2023,0.150170048
Greece,Plastira,3,2023,0.079824133
Greece,Plastira,4,2023,0.077478864
Greece,Plastira,5,2023,0.079030318
Greece,Plastira,6,2023,0.162441593
Greece,Plastira,7,2023,0.196518196
Greece,Plastira,8,2023,0.201003863
Greece,Plastira,9,2023,0.17082437
Greece,Plastira,10,2023,0.206131296
Greece,Plastira,11,2023,0.130781439
Greece,Plastira,12,2023,0.239320224
Greece,Platanovrisis,1,2023,0.17027812
Greece,Platanovrisis,2,2023,0.150170048
Greece,Platanovrisis,3,2023,0.079824133
Greece,Platanovrisis,4,2023,0.077478864
Greece,Platanovrisis,5,2023,0.079030318
Greece,Platanovrisis,6,2023,0.162441593
Greece,Platanovrisis,7,2023,0.196518196
Greece,Platanovrisis,8,2023,0.201003863
Greece,Platanovrisis,9,2023,0.17082437
Greece,Platanovrisis,10,2023,0.206131296
Greece,Platanovrisis,11,2023,0.130781439
Greece,Platanovrisis,12,2023,0.239320224
Greece,Polifitou,1,2023,0.17027812
Greece,Polifitou,2,2023,0.150170048
Greece,Polifitou,3,2023,0.079824133
Greece,Polifitou,4,2023,0.077478864
Greece,Polifitou,5,2023,0.079030318
Greece,Polifitou,6,2023,0.162441593
Greece,Polifitou,7,2023,0.196518196
Greece,Polifitou,8,2023,0.201003863
Greece,Polifitou,9,2023,0.17082437
Greece,Polifitou,10,2023,0.206131296
Greece,Polifitou,11,2023,0.130781439
Greece,Polifitou,12,2023,0.239320224
Greece,Pournarou_I,1,2023,0.17027812
Greece,Pournarou_I,2,2023,0.150170048
Greece,Pournarou_I,3,2023,0.079824133
Greece,Pournarou_I,4,2023,0.077478864
Greece,Pournarou_I,5,2023,0.079030318
Greece,Pournarou_I,6,2023,0.162441593
Greece,Pournarou_I,7,2023,0.196518196
Greece,Pournarou_I,8,2023,0.201003863
Greece,Pournarou_I,9,2023,0.17082437
Greece,Pournarou_I,10,2023,0.206131296
Greece,Pournarou_I,11,2023,0.130781439
Greece,Pournarou_I,12,2023,0.239320224
Greece,Pournarou_II,1,2023,0.17027812
Greece,Pournarou_II,2,2023,0.150170048
Greece,Pournarou_II,3,2023,0.079824133
Greece,Pournarou_II,4,2023,0.077478864
Greece,Pournarou_II,5,2023,0.079030318
Greece,Pournarou_II,6,2023,0.162441593
Greece,Pournarou_II,7,2023,0.196518196
Greece,Pournarou_II,8,2023,0.201003863
Greece,Pournarou_II,9,2023,0.17082437
Greece,Pournarou_II,10,2023,0.206131296
Greece,Pournarou_II,11,2023,0.130781439
Greece,Pournarou_II,12,2023,0.239320224
Greece,Stratou_I,1,2023,0.17027812
Greece,Stratou_I,2,2023,0.150170048
Greece,Stratou_I,3,2023,0.079824133
Greece,Stratou_I,4,2023,0.077478864
Greece,Stratou_I,5,2023,0.079030318
Greece,Stratou_I,6,2023,0.162441593
Greece,Stratou_I,7,2023,0.196518196
Greece,Stratou_I,8,2023,0.201003863
Greece,Stratou_I,9,2023,0.17082437
Greece,Stratou_I,10,2023,0.206131296
Greece,Stratou_I,11,2023,0.130781439
Greece,Stratou_I,12,2023,0.239320224
Greece,Agra,1,2050,0.35
Greece,Agra,2,2050,0.29
Greece,Agra,3,2050,0.15
Greece,Agra,4,2050,0.11
Greece,Agra,5,2050,0.15
Greece,Agra,6,2050,0.17
Greece,Agra,7,2050,0.22
Greece,Agra,8,2050,0.21
Greece,Agra,9,2050,0.13
Greece,Agra,10,2050,0.1
Greece,Agra,11,2050,0.11
Greece,Agra,12,2050,0.26
Greece,Asomaton,1,2050,0.35
Greece,Asomaton,2,2050,0.29
Greece,Asomaton,3,2050,0.15
Greece,Asomaton,4,2050,0.11
Greece,Asomaton,5,2050,0.15
Greece,Asomaton,6,2050,0.17
Greece,Asomaton,7,2050,0.22
Greece,Asomaton,8,2050,0.21
Greece,Asomaton,9,2050,0.13
Greece,Asomaton,10,2050,0.1
Greece,Asomaton,11,2050,0.11
Greece,Asomaton,12,2050,0.26
Greece,Edeseou,1,2050,0.35
Greece,Edeseou,2,2050,0.29
Greece,Edeseou,3,2050,0.15
Greece,Edeseou,4,2050,0.11
Greece,Edeseou,5,2050,0.15
Greece,Edeseou,6,2050,0.17
Greece,Edeseou,7,2050,0.22
Greece,Edeseou,8,2050,0.21
Greece,Edeseou,9,2050,0.13
Greece,Edeseou,10,2050,0.1
Greece,Edeseou,11,2050,0.11
Greece,Edeseou,12,2050,0.26
Greece,HydroStor,1,2050,0.35
Greece,HydroStor,2,2050,0.29
Greece,HydroStor,3,2050,0.15
Greece,HydroStor,4,2050,0.11
Greece,HydroStor,5,2050,0.15
Greece,HydroStor,6,2050,0.17
Greece,HydroStor,7,2050,0.22
Greece,HydroStor,8,2050,0.21
Greece,HydroStor,9,2050,0.13
Greece,HydroStor,10,2050,0.1
Greece,HydroStor,11,2050,0.11
Greece,HydroStor,12,2050,0.26
Greece,Ilariona,1,2050,0.35
Greece,Ilariona,2,2050,0.29
Greece,Ilariona,3,2050,0.15
Greece,Ilariona,4,2050,0.11
Greece,Ilariona,5,2050,0.15
Greece,Ilariona,6,2050,0.17
Greece,Ilariona,7,2050,0.22
Greece,Ilariona,8,2050,0.21
Greece,Ilariona,9,2050,0.13
Greece,Ilariona,10,2050,0.1
Greece,Ilariona,11,2050,0.11
Greece,Ilariona,12,2050,0.26
Greece,Kastrakiou,1,2050,0.35
Greece,Kastrakiou,2,2050,0.29
Greece,Kastrakiou,3,2050,0.15
Greece,Kastrakiou,4,2050,0.11
Greece,Kastrakiou,5,2050,0.15
Greece,Kastrakiou,6,2050,0.17
Greece,Kastrakiou,7,2050,0.22
Greece,Kastrakiou,8,2050,0.21
Greece,Kastrakiou,9,2050,0.13
Greece,Kastrakiou,10,2050,0.1
Greece,Kastrakiou,11,2050,0.11
Greece,Kastrakiou,12,2050,0.26
Greece,Kremaston,1,2050,0.35
Greece,Kremaston,2,2050,0.29
Greece,Kremaston,3,2050,0.15
Greece,Kremaston,4,2050,0.11
Greece,Kremaston,5,2050,0.15
Greece,Kremaston,6,2050,0.17
Greece,Kremaston,7,2050,0.22
Greece,Kremaston,8,2050,0.21
Greece,Kremaston,9,2050,0.13
Greece,Kremaston,10,2050,0.1
Greece,Kremaston,11,2050,0.11
Greece,Kremaston,12,2050,0.26
Greece,Ladona,1,2050,0.35
Greece,Ladona,2,2050,0.29
Greece,Ladona,3,2050,0.15
Greece,Ladona,4,2050,0.11
Greece,Ladona,5,2050,0.15
Greece,Ladona,6,2050,0.17
Greece,Ladona,7,2050,0.22
Greece,Ladona,8,2050,0.21
Greece,Ladona,9,2050,0.13
Greece,Ladona,10,2050,0.1
Greece,Ladona,11,2050,0.11
Greece,Ladona,12,2050,0.26
Greece,Pigwn_Aoou,1,2050,0.35
Greece,Pigwn_Aoou,2,2050,0.29
Greece,Pigwn_Aoou,3,2050,0.15
Greece,Pigwn_Aoou,4,2050,0.11
Greece,Pigwn_Aoou,5,2050,0.15
Greece,Pigwn_Aoou,6,2050,0.17
Greece,Pigwn_Aoou,7,2050,0.22
Greece,Pigwn_Aoou,8,2050,0.21
Greece,Pigwn_Aoou,9,2050,0.13
Greece,Pigwn_Aoou,10,2050,0.1
Greece,Pigwn_Aoou,11,2050,0.11
Greece,Pigwn_Aoou,12,2050,0.26
Greece,Plastira,1,2050,0.35
Greece,Plastira,2,2050,0.29
Greece,Plastira,3,2050,0.15
Greece,Plastira,4,2050,0.11
Greece,Plastira,5,2050,0.15
Greece,Plastira,6,2050,0.17
Greece,Plastira,7,2050,0.22
Greece,Plastira,8,2050,0.21
Greece,Plastira,9,2050,0.13
Greece,Plastira,10,2050,0.1
Greece,Plastira,11,2050,0.11
Greece,Plastira,12,2050,0.26
Greece,Platanovrisis,1,2050,0.35
Greece,Platanovrisis,2,2050,0.29
Greece,Platanovrisis,3,2050,0.15
Greece,Platanovrisis,4,2050,0.11
Greece,Platanovrisis,5,2050,0.15
Greece,Platanovrisis,6,2050,0.17
Greece,Platanovrisis,7,2050,0.22
Greece,Platanovrisis,8,2050,0.21
Greece,Platanovrisis,9,2050,0.13
Greece,Platanovrisis,10,2050,0.1
Greece,Platanovrisis,11,2050,0.11
Greece,Platanovrisis,12,2050,0.26
Greece,Polifitou,1,2050,0.35
Greece,Polifitou,2,2050,0.29
Greece,Polifitou,3,2050,0.15
Greece,Polifitou,4,2050,0.11
Greece,Polifitou,5,2050,0.15
Greece,Polifitou,6,2050,0.17
Greece,Polifitou,7,2050,0.22
Greece,Polifitou,8,2050,0.21
Greece,Polifitou,9,2050,0.13
Greece,Polifitou,10,2050,0.1
Greece,Polifitou,11,2050,0.11
Greece,Polifitou,12,2050,0.26
Greece,Pournarou_I,1,2050,0.35
Greece,Pournarou_I,2,2050,0.29
Greece,Pournarou_I,3,2050,0.15
Greece,Pournarou_I,4,2050,0.11
Greece,Pournarou_I,5,2050,0.15
Greece,Pournarou_I,6,2050,0.17
Greece,Pournarou_I,7,2050,0.22
Greece,Pournarou_I,8,2050,0.21
Greece,Pournarou_I,9,2050,0.13
Greece,Pournarou_I,10,2050,0.1
Greece,Pournarou_I,11,2050,0.11
Greece,Pournarou_I,12,2050,0.26
Greece,Pournarou_II,1,2050,0.35
Greece,Pournarou_II,2,2050,0.29
Greece,Pournarou_II,3,2050,0.15
Greece,Pournarou_II,4,2050,0.11
Greece,Pournarou_II,5,2050,0.15
Greece,Pournarou_II,6,2050,0.17
Greece,Pournarou_II,7,2050,0.22
Greece,Pournarou_II,8,2050,0.21
Greece,Pournarou_II,9,2050,0.13
Greece,Pournarou_II,10,2050,0.1
Greece,Pournarou_II,11,2050,0.11
Greece,Pournarou_II,12,2050,0.26
Greece,Stratou_I,1,2050,0.35
Greece,Stratou_I,2,2050,0.29
Greece,Stratou_I,3,2050,0.15
Greece,Stratou_I,4,2050,0.11
Greece,Stratou_I,5,2050,0.15
Greece,Stratou_I,6,2050,0.17
Greece,Stratou_I,7,2050,0.22
Greece,Stratou_I,8,2050,0.21
Greece,Stratou_I,9,2050,0.13
Greece,Stratou_I,10,2050,0.1
Greece,Stratou_I,11,2050,0.11
Greece,Stratou_I,12,2050,0.26
Greece,Agra,1,2025,0.35
Greece,Agra,2,2025,0.29
Greece,Agra,3,2025,0.15
Greece,Agra,4,2025,0.11
Greece,Agra,5,2025,0.15
Greece,Agra,6,2025,0.17
Greece,Agra,7,2025,0.22
Greece,Agra,8,2025,0.21
Greece,Agra,9,2025,0.13
Greece,Agra,10,2025,0.1
Greece,Agra,11,2025,0.11
Greece,Agra,12,2025,0.26
Greece,Asomaton,1,2025,0.35
Greece,Asomaton,2,2025,0.29
Greece,Asomaton,3,2025,0.15
Greece,Asomaton,4,2025,0.11
Greece,Asomaton,5,2025,0.15
Greece,Asomaton,6,2025,0.17
Greece,Asomaton,7,2025,0.22
Greece,Asomaton,8,2025,0.21
Greece,Asomaton,9,2025,0.13
Greece,Asomaton,10,2025,0.1
Greece,Asomaton,11,2025,0.11
Greece,Asomaton,12,2025,0.26
Greece,Edeseou,1,2025,0.35
Greece,Edeseou,2,2025,0.29
Greece,Edeseou,3,2025,0.15
Greece,Edeseou,4,2025,0.11
Greece,Edeseou,5,2025,0.15
Greece,Edeseou,6,2025,0.17
Greece,Edeseou,7,2025,0.22
Greece,Edeseou,8,2025,0.21
Greece,Edeseou,9,2025,0.13
Greece,Edeseou,10,2025,0.1
Greece,Edeseou,11,2025,0.11
Greece,Edeseou,12,2025,0.26
Greece,HydroStor,1,2025,0.35
Greece,HydroStor,2,2025,0.29
Greece,HydroStor,3,2025,0.15
Greece,HydroStor,4,2025,0.11
Greece,HydroStor,5,2025,0.15
Greece,HydroStor,6,2025,0.17
Greece,HydroStor,7,2025,0.22
Greece,HydroStor,8,2025,0.21
Greece,HydroStor,9,2025,0.13
Greece,HydroStor,10,2025,0.1
Greece,HydroStor,11,2025,0.11
Greece,HydroStor,12,2025,0.26
Greece,Ilariona,1,2025,0.35
Greece,Ilariona,2,2025,0.29
Greece,Ilariona,3,2025,0.15
Greece,Ilariona,4,2025,0.11
Greece,Ilariona,5,2025,0.15
Greece,Ilariona,6,2025,0.17
Greece,Ilariona,7,2025,0.22
Greece,Ilariona,8,2025,0.21
Greece,Ilariona,9,2025,0.13
Greece,Ilariona,10,2025,0.1
Greece,Ilariona,11,2025,0.11
Greece,Ilariona,12,2025,0.26
Greece,Kastrakiou,1,2025,0.35
Greece,Kastrakiou,2,2025,0.29
Greece,Kastrakiou,3,2025,0.15
Greece,Kastrakiou,4,2025,0.11
Greece,Kastrakiou,5,2025,0.15
Greece,Kastrakiou,6,2025,0.17
Greece,Kastrakiou,7,2025,0.22
Greece,Kastrakiou,8,2025,0.21
Greece,Kastrakiou,9,2025,0.13
Greece,Kastrakiou,10,2025,0.1
Greece,Kastrakiou,11,2025,0.11
Greece,Kastrakiou,12,2025,0.26
Greece,Kremaston,1,2025,0.35
Greece,Kremaston,2,2025,0.29
Greece,Kremaston,3,2025,0.15
Greece,Kremaston,4,2025,0.11
Greece,Kremaston,5,2025,0.15
Greece,Kremaston,6,2025,0.17
Greece,Kremaston,7,2025,0.22
Greece,Kremaston,8,2025,0.21
Greece,Kremaston,9,2025,0.13
Greece,Kremaston,10,2025,0.1
Greece,Kremaston,11,2025,0.11
Greece,Kremaston,12,2025,0.26
Greece,Ladona,1,2025,0.35
Greece,Ladona,2,2025,0.29
Greece,Ladona,3,2025,0.15
Greece,Ladona,4,2025,0.11
Greece,Ladona,5,2025,0.15
Greece,Ladona,6,2025,0.17
Greece,Ladona,7,2025,0.22
Greece,Ladona,8,2025,0.21
Greece,Ladona,9,2025,0.13
Greece,Ladona,10,2025,0.1
Greece,Ladona,11,2025,0.11
Greece,Ladona,12,2025,0.26
Greece,Pigwn_Aoou,1,2025,0.35
Greece,Pigwn_Aoou,2,2025,0.29
Greece,Pigwn_Aoou,3,2025,0.15
Greece,Pigwn_Aoou,4,2025,0.11
Greece,Pigwn_Aoou,5,2025,0.15
Greece,Pigwn_Aoou,6,2025,0.17
Greece,Pigwn_Aoou,7,2025,0.22
Greece,Pigwn_Aoou,8,2025,0.21
Greece,Pigwn_Aoou,9,2025,0.13
Greece,Pigwn_Aoou,10,2025,0.1
Greece,Pigwn_Aoou,11,2025,0.11
Greece,Pigwn_Aoou,12,2025,0.26
Greece,Plastira,1,2025,0.35
Greece,Plastira,2,2025,0.29
Greece,Plastira,3,2025,0.15
Greece,Plastira,4,2025,0.11
Greece,Plastira,5,2025,0.15
Greece,Plastira,6,2025,0.17
Greece,Plastira,7,2025,0.22
Greece,Plastira,8,2025,0.21
Greece,Plastira,9,2025,0.13
Greece,Plastira,10,2025,0.1
Greece,Plastira,11,2025,0.11
Greece,Plastira,12,2025,0.26
Greece,Platanovrisis,1,2025,0.35
Greece,Platanovrisis,2,2025,0.29
Greece,Platanovrisis,3,2025,0.15
Greece,Platanovrisis,4,2025,0.11
Greece,Platanovrisis,5,2025,0.15
Greece,Platanovrisis,6,2025,0.17
Greece,Platanovrisis,7,2025,0.22
Greece,Platanovrisis,8,2025,0.21
Greece,Platanovrisis,9,2025,0.13
Greece,Platanovrisis,10,2025,0.1
Greece,Platanovrisis,11,2025,0.11
Greece,Platanovrisis,12,2025,0.26
Greece,Polifitou,1,2025,0.35
Greece,Polifitou,2,2025,0.29
Greece,Polifitou,3,2025,0.15
Greece,Polifitou,4,2025,0.11
Greece,Polifitou,5,2025,0.15
Greece,Polifitou,6,2025,0.17
Greece,Polifitou,7,2025,0.22
Greece,Polifitou,8,2025,0.21
Greece,Polifitou,9,2025,0.13
Greece,Polifitou,10,2025,0.1
Greece,Polifitou,11,2025,0.11
Greece,Polifitou,12,2025,0.26
Greece,Pournarou_I,1,2025,0.35
Greece,Pournarou_I,2,2025,0.29
Greece,Pournarou_I,3,2025,0.15
Greece,Pournarou_I,4,2025,0.11
Greece,Pournarou_I,5,2025,0.15
Greece,Pournarou_I,6,2025,0.17
Greece,Pournarou_I,7,2025,0.22
Greece,Pournarou_I,8,2025,0.21
Greece,Pournarou_I,9,2025,0.13
Greece,Pournarou_I,10,2025,0.1
Greece,Pournarou_I,11,2025,0.11
Greece,Pournarou_I,12,2025,0.26
Greece,Pournarou_II,1,2025,0.35
Greece,Pournarou_II,2,2025,0.29
Greece,Pournarou_II,3,2025,0.15
Greece,Pournarou_II,4,2025,0.11
Greece,Pournarou_II,5,2025,0.15
Greece,Pournarou_II,6,2025,0.17
Greece,Pournarou_II,7,2025,0.22
Greece,Pournarou_II,8,2025,0.21
Greece,Pournarou_II,9,2025,0.13
Greece,Pournarou_II,10,2025,0.1
Greece,Pournarou_II,11,2025,0.11
Greece,Pournarou_II,12,2025,0.26
Greece,Stratou_I,1,2025,0.35
Greece,Stratou_I,2,2025,0.29
Greece,Stratou_I,3,2025,0.15
Greece,Stratou_I,4,2025,0.11
Greece,Stratou_I,5,2025,0.15
Greece,Stratou_I,6,2025,0.17
Greece,Stratou_I,7,2025,0.22
Greece,Stratou_I,8,2025,0.21
Greece,Stratou_I,9,2025,0.13
Greece,Stratou_I,10,2025,0.1
Greece,Stratou_I,11,2025,0.11
Greece,Stratou_I,12,2025,0.26
Greece,Agra,1,2030,0.35
Greece,Agra,2,2030,0.29
Greece,Agra,3,2030,0.15
Greece,Agra,4,2030,0.11
Greece,Agra,5,2030,0.15
Greece,Agra,6,2030,0.17
Greece,Agra,7,2030,0.22
Greece,Agra,8,2030,0.21
Greece,Agra,9,2030,0.13
Greece,Agra,10,2030,0.1
Greece,Agra,11,2030,0.11
Greece,Agra,12,2030,0.26
Greece,Asomaton,1,2030,0.35
Greece,Asomaton,2,2030,0.29
Greece,Asomaton,3,2030,0.15
Greece,Asomaton,4,2030,0.11
Greece,Asomaton,5,2030,0.15
Greece,Asomaton,6,2030,0.17
Greece,Asomaton,7,2030,0.22
Greece,Asomaton,8,2030,0.21
Greece,Asomaton,9,2030,0.13
Greece,Asomaton,10,2030,0.1
Greece,Asomaton,11,2030,0.11
Greece,Asomaton,12,2030,0.26
Greece,Edeseou,1,2030,0.35
Greece,Edeseou,2,2030,0.29
Greece,Edeseou,3,2030,0.15
Greece,Edeseou,4,2030,0.11
Greece,Edeseou,5,2030,0.15
Greece,Edeseou,6,2030,0.17
Greece,Edeseou,7,2030,0.22
Greece,Edeseou,8,2030,0.21
Greece,Edeseou,9,2030,0.13
Greece,Edeseou,10,2030,0.1
Greece,Edeseou,11,2030,0.11
Greece,Edeseou,12,2030,0.26
Greece,HydroStor,1,2030,0.35
Greece,HydroStor,2,2030,0.29
Greece,HydroStor,3,2030,0.15
Greece,HydroStor,4,2030,0.11
Greece,HydroStor,5,2030,0.15
Greece,HydroStor,6,2030,0.17
Greece,HydroStor,7,2030,0.22
Greece,HydroStor,8,2030,0.21
Greece,HydroStor,9,2030,0.13
Greece,HydroStor,10,2030,0.1
Greece,HydroStor,11,2030,0.11
Greece,HydroStor,12,2030,0.26
Greece,Ilariona,1,2030,0.35
Greece,Ilariona,2,2030,0.29
Greece,Ilariona,3,2030,0.15
Greece,Ilariona,4,2030,0.11
Greece,Ilariona,5,2030,0.15
Greece,Ilariona,6,2030,0.17
Greece,Ilariona,7,2030,0.22
Greece,Ilariona,8,2030,0.21
Greece,Ilariona,9,2030,0.13
Greece,Ilariona,10,2030,0.1
Greece,Ilariona,11,2030,0.11
Greece,Ilariona,12,2030,0.26
Greece,Kastrakiou,1,2030,0.35
Greece,Kastrakiou,2,2030,0.29
Greece,Kastrakiou,3,2030,0.15
Greece,Kastrakiou,4,2030,0.11
Greece,Kastrakiou,5,2030,0.15
Greece,Kastrakiou,6,2030,0.17
Greece,Kastrakiou,7,2030,0.22
Greece,Kastrakiou,8,2030,0.21
Greece,Kastrakiou,9,2030,0.13
Greece,Kastrakiou,10,2030,0.1
Greece,Kastrakiou,11,2030,0.11
Greece,Kastrakiou,12,2030,0.26
Greece,Kremaston,1,2030,0.35
Greece,Kremaston,2,2030,0.29
Greece,Kremaston,3,2030,0.15
Greece,Kremaston,4,2030,0.11
Greece,Kremaston,5,2030,0.15
Greece,Kremaston,6,2030,0.17
Greece,Kremaston,7,2030,0.22
Greece,Kremaston,8,2030,0.21
Greece,Kremaston,9,2030,0.13
Greece,Kremaston,10,2030,0.1
Greece,Kremaston,11,2030,0.11
Greece,Kremaston,12,2030,0.26
Greece,Ladona,1,2030,0.35
Greece,Ladona,2,2030,0.29
Greece,Ladona,3,2030,0.15
Greece,Ladona,4,2030,0.11
Greece,Ladona,5,2030,0.15
Greece,Ladona,6,2030,0.17
Greece,Ladona,7,2030,0.22
Greece,Ladona,8,2030,0.21
Greece,Ladona,9,2030,0.13
Greece,Ladona,10,2030,0.1
Greece,Ladona,11,2030,0.11
Greece,Ladona,12,2030,0.26
Greece,Pigwn_Aoou,1,2030,0.35
Greece,Pigwn_Aoou,2,2030,0.29
Greece,Pigwn_Aoou,3,2030,0.15
Greece,Pigwn_Aoou,4,2030,0.11
Greece,Pigwn_Aoou,5,2030,0.15
Greece,Pigwn_Aoou,6,2030,0.17
Greece,Pigwn_Aoou,7,2030,0.22
Greece,Pigwn_Aoou,8,2030,0.21
Greece,Pigwn_Aoou,9,2030,0.13
Greece,Pigwn_Aoou,10,2030,0.1
Greece,Pigwn_Aoou,11,2030,0.11
Greece,Pigwn_Aoou,12,2030,0.26
Greece,Plastira,1,2030,0.35
Greece,Plastira,2,2030,0.29
Greece,Plastira,3,2030,0.15
Greece,Plastira,4,2030,0.11
Greece,Plastira,5,2030,0.15
Greece,Plastira,6,2030,0.17
Greece,Plastira,7,2030,0.22
Greece,Plastira,8,2030,0.21
Greece,Plastira,9,2030,0.13
Greece,Plastira,10,2030,0.1
Greece,Plastira,11,2030,0.11
Greece,Plastira,12,2030,0.26
Greece,Platanovrisis,1,2030,0.35
Greece,Platanovrisis,2,2030,0.29
Greece,Platanovrisis,3,2030,0.15
Greece,Platanovrisis,4,2030,0.11
Greece,Platanovrisis,5,2030,0.15
Greece,Platanovrisis,6,2030,0.17
Greece,Platanovrisis,7,2030,0.22
Greece,Platanovrisis,8,2030,0.21
Greece,Platanovrisis,9,2030,0.13
Greece,Platanovrisis,10,2030,0.1
Greece,Platanovrisis,11,2030,0.11
Greece,Platanovrisis,12,2030,0.26
Greece,Polifitou,1,2030,0.35
Greece,Polifitou,2,2030,0.29
Greece,Polifitou,3,2030,0.15
Greece,Polifitou,4,2030,0.11
Greece,Polifitou,5,2030,0.15
Greece,Polifitou,6,2030,0.17
Greece,Polifitou,7,2030,0.22
Greece,Polifitou,8,2030,0.21
Greece,Polifitou,9,2030,0.13
Greece,Polifitou,10,2030,0.1
Greece,Polifitou,11,2030,0.11
Greece,Polifitou,12,2030,0.26
Greece,Pournarou_I,1,2030,0.35
Greece,Pournarou_I,2,2030,0.29
Greece,Pournarou_I,3,2030,0.15
Greece,Pournarou_I,4,2030,0.11
Greece,Pournarou_I,5,2030,0.15
Greece,Pournarou_I,6,2030,0.17
Greece,Pournarou_I,7,2030,0.22
Greece,Pournarou_I,8,2030,0.21
