REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
EL51,AIS_Komotinis,GRGas,1,2040,2.09
EL51,AIS_Komotinis,GRGas,1,2045,2.09
EL51,AIS_Komotinis,GRGas,1,2050,2.09
EL30,AIS_Lavriou_IV,GRGas,1,2023,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2025,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2030,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2035,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2040,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2045,2.17
EL30,AIS_Lavriou_IV,GRGas,1,2050,2.17
EL30,AIS_Lavriou_V,GRGas,1,2023,1.9
EL30,AIS_Lavriou_V,GRGas,1,2025,1.9
EL30,AIS_Lavriou_V,GRGas,1,2030,1.9
EL30,AIS_Lavriou_V,GRGas,1,2035,1.9
EL30,AIS_Lavriou_V,GRGas,1,2040,1.9
EL30,AIS_Lavriou_V,GRGas,1,2045,1.9
EL30,AIS_Lavriou_V,GRGas,1,2050,1.9
EL65,AIS_Megalopoli_V,GRGas,1,2023,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2025,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2030,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2035,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2040,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2045,1.79
EL65,AIS_Megalopoli_V,GRGas,1,2050,1.79
EL64,Alouminion,GRGas,1,2023,1.9
EL64,Alouminion,GRGas,1,2025,1.9
EL64,Alouminion,GRGas,1,2030,1.9
EL64,Alouminion,GRGas,1,2035,1.9
EL64,Alouminion,GRGas,1,2040,1.9
EL64,Alouminion,GRGas,1,2045,1.9
EL64,Alouminion,GRGas,1,2050,1.9
Crete,Atherinolakos,GROil,1,2023,2.41
Crete,Atherinolakos,GROil,1,2025,2.41
Crete,Atherinolakos,GROil,1,2030,2.41
Crete,Atherinolakos,GROil,1,2035,2.41
Crete,Atherinolakos,GROil,1,2040,2.41
Crete,Atherinolakos,GROil,1,2045,2.41
Crete,Atherinolakos,GROil,1,2050,2.41
Crete,Atherinolakos_Diesel,GROil,1,2023,2.76
Crete,Atherinolakos_Diesel,GROil,1,2025,2.76
Crete,Atherinolakos_Diesel,GROil,1,2030,2.76
Crete,Atherinolakos_Diesel,GROil,1,2035,2.76
Crete,Atherinolakos_Diesel,GROil,1,2040,2.76
Crete,Atherinolakos_Diesel,GROil,1,2045,2.76
Crete,Atherinolakos_Diesel,GROil,1,2050,2.76
EL51,Thisavros,Elec_Transmission,1,2023,1
EL51,Thisavros,Elec_Transmission,1,2025,1
EL51,Thisavros,Elec_Transmission,1,2030,1
EL51,Thisavros,Elec_Transmission,1,2035,1
EL51,Thisavros,Elec_Transmission,1,2040,1
EL51,Thisavros,Elec_Transmission,1,2045,1
EL51,Thisavros,Elec_Transmission,1,2050,1
EL52,Sfikia,Elec_Transmission,1,2023,1
EL52,Sfikia,Elec_Transmission,1,2025,1
EL52,Sfikia,Elec_Transmission,1,2030,1
EL52,Sfikia,Elec_Transmission,1,2035,1
EL52,Sfikia,Elec_Transmission,1,2040,1
EL52,Sfikia,Elec_Transmission,1,2045,1
EL52,Sfikia,Elec_Transmission,1,2050,1
EL51,Batteries_New,Elec_Transmission,1,2023,1
EL51,Batteries_New,Elec_Transmission,1,2025,1
EL51,Batteries_New,Elec_Transmission,1,2030,1
EL51,Batteries_New,Elec_Transmission,1,2035,1
EL51,Batteries_New,Elec_Transmission,1,2040,1
EL51,Batteries_New,Elec_Transmission,1,2045,1
EL51,Batteries_New,Elec_Transmission,1,2050,1
EL51,Biomass,GRBiomass,1,2023,2.86
EL51,Biomass,GRBiomass,1,2025,2.86
EL51,Biomass,GRBiomass,1,2030,2.86
EL51,Biomass,GRBiomass,1,2035,2.86
EL51,Biomass,GRBiomass,1,2040,2.86
EL51,Biomass,GRBiomass,1,2045,2.86
EL51,Biomass,GRBiomass,1,2050,2.86
EL51,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL51,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL51,Biomass_Ex,GRBiomass,1,2023,2.86
EL51,Biomass_Ex,GRBiomass,1,2025,2.86
EL51,Biomass_Ex,GRBiomass,1,2030,2.86
EL51,Biomass_Ex,GRBiomass,1,2035,2.86
EL51,Biomass_Ex,GRBiomass,1,2040,2.86
EL51,Biomass_Ex,GRBiomass,1,2045,2.86
EL51,Biomass_Ex,GRBiomass,1,2050,2.86
EL51,CCGT,GRGas,1,2023,1.69
EL51,CCGT,GRGas,1,2025,1.68
EL51,CCGT,GRGas,1,2030,1.67
EL51,CCGT,GRGas,1,2035,1.66
EL51,CCGT,GRGas,1,2040,1.65
EL51,CCGT,GRGas,1,2045,1.65
EL51,CCGT,GRGas,1,2050,1.64
EL52,Batteries_New,Elec_Transmission,1,2023,1
EL52,Batteries_New,Elec_Transmission,1,2025,1
EL52,Batteries_New,Elec_Transmission,1,2030,1
EL52,Batteries_New,Elec_Transmission,1,2035,1
EL52,Batteries_New,Elec_Transmission,1,2040,1
EL52,Batteries_New,Elec_Transmission,1,2045,1
EL52,Batteries_New,Elec_Transmission,1,2050,1
EL52,Biomass,GRBiomass,1,2023,2.86
EL52,Biomass,GRBiomass,1,2025,2.86
EL52,Biomass,GRBiomass,1,2030,2.86
EL52,Biomass,GRBiomass,1,2035,2.86
EL52,Biomass,GRBiomass,1,2040,2.86
EL52,Biomass,GRBiomass,1,2045,2.86
EL52,Biomass,GRBiomass,1,2050,2.86
EL52,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL52,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL52,Biomass_Ex,GRBiomass,1,2023,2.86
EL52,Biomass_Ex,GRBiomass,1,2025,2.86
EL52,Biomass_Ex,GRBiomass,1,2030,2.86
EL52,Biomass_Ex,GRBiomass,1,2035,2.86
EL52,Biomass_Ex,GRBiomass,1,2040,2.86
EL52,Biomass_Ex,GRBiomass,1,2045,2.86
EL52,Biomass_Ex,GRBiomass,1,2050,2.86
EL52,CCGT,GRGas,1,2023,1.69
EL52,CCGT,GRGas,1,2025,1.68
EL52,CCGT,GRGas,1,2030,1.67
EL52,CCGT,GRGas,1,2035,1.66
EL52,CCGT,GRGas,1,2040,1.65
EL52,CCGT,GRGas,1,2045,1.65
EL52,CCGT,GRGas,1,2050,1.64
EL53,Batteries_New,Elec_Transmission,1,2023,1
EL53,Batteries_New,Elec_Transmission,1,2025,1
EL53,Batteries_New,Elec_Transmission,1,2030,1
EL53,Batteries_New,Elec_Transmission,1,2035,1
EL53,Batteries_New,Elec_Transmission,1,2040,1
EL53,Batteries_New,Elec_Transmission,1,2045,1
EL53,Batteries_New,Elec_Transmission,1,2050,1
EL53,Biomass,GRBiomass,1,2023,2.86
EL53,Biomass,GRBiomass,1,2025,2.86
EL53,Biomass,GRBiomass,1,2030,2.86
EL53,Biomass,GRBiomass,1,2035,2.86
EL53,Biomass,GRBiomass,1,2040,2.86
EL53,Biomass,GRBiomass,1,2045,2.86
EL53,Biomass,GRBiomass,1,2050,2.86
EL53,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL53,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL53,Biomass_Ex,GRBiomass,1,2023,2.86
EL53,Biomass_Ex,GRBiomass,1,2025,2.86
EL53,Biomass_Ex,GRBiomass,1,2030,2.86
EL53,Biomass_Ex,GRBiomass,1,2035,2.86
EL53,Biomass_Ex,GRBiomass,1,2040,2.86
EL53,Biomass_Ex,GRBiomass,1,2045,2.86
EL53,Biomass_Ex,GRBiomass,1,2050,2.86
EL53,CCGT,GRGas,1,2023,1.69
EL53,CCGT,GRGas,1,2025,1.68
EL53,CCGT,GRGas,1,2030,1.67
EL53,CCGT,GRGas,1,2035,1.66
EL53,CCGT,GRGas,1,2040,1.65
EL53,CCGT,GRGas,1,2045,1.65
EL53,CCGT,GRGas,1,2050,1.64
EL54,Batteries_New,Elec_Transmission,1,2023,1
EL54,Batteries_New,Elec_Transmission,1,2025,1
EL54,Batteries_New,Elec_Transmission,1,2030,1
EL54,Batteries_New,Elec_Transmission,1,2035,1
EL54,Batteries_New,Elec_Transmission,1,2040,1
EL54,Batteries_New,Elec_Transmission,1,2045,1
EL54,Batteries_New,Elec_Transmission,1,2050,1
EL54,Biomass,GRBiomass,1,2023,2.86
EL54,Biomass,GRBiomass,1,2025,2.86
EL54,Biomass,GRBiomass,1,2030,2.86
EL54,Biomass,GRBiomass,1,2035,2.86
EL54,Biomass,GRBiomass,1,2040,2.86
EL54,Biomass,GRBiomass,1,2045,2.86
EL54,Biomass,GRBiomass,1,2050,2.86
EL54,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL54,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL54,Biomass_Ex,GRBiomass,1,2023,2.86
EL54,Biomass_Ex,GRBiomass,1,2025,2.86
EL54,Biomass_Ex,GRBiomass,1,2030,2.86
EL54,Biomass_Ex,GRBiomass,1,2035,2.86
EL54,Biomass_Ex,GRBiomass,1,2040,2.86
EL54,Biomass_Ex,GRBiomass,1,2045,2.86
EL54,Biomass_Ex,GRBiomass,1,2050,2.86
EL54,CCGT,GRGas,1,2023,1.69
EL54,CCGT,GRGas,1,2025,1.68
EL54,CCGT,GRGas,1,2030,1.67
EL54,CCGT,GRGas,1,2035,1.66
EL54,CCGT,GRGas,1,2040,1.65
EL54,CCGT,GRGas,1,2045,1.65
EL54,CCGT,GRGas,1,2050,1.64
EL61,Batteries_New,Elec_Transmission,1,2023,1
EL61,Batteries_New,Elec_Transmission,1,2025,1
EL61,Batteries_New,Elec_Transmission,1,2030,1
EL61,Batteries_New,Elec_Transmission,1,2035,1
EL61,Batteries_New,Elec_Transmission,1,2040,1
EL61,Batteries_New,Elec_Transmission,1,2045,1
EL61,Batteries_New,Elec_Transmission,1,2050,1
EL61,Biomass,GRBiomass,1,2023,2.86
EL61,Biomass,GRBiomass,1,2025,2.86
EL61,Biomass,GRBiomass,1,2030,2.86
EL61,Biomass,GRBiomass,1,2035,2.86
EL61,Biomass,GRBiomass,1,2040,2.86
EL61,Biomass,GRBiomass,1,2045,2.86
EL61,Biomass,GRBiomass,1,2050,2.86
EL61,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL61,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL61,Biomass_Ex,GRBiomass,1,2023,2.86
EL61,Biomass_Ex,GRBiomass,1,2025,2.86
EL61,Biomass_Ex,GRBiomass,1,2030,2.86
EL61,Biomass_Ex,GRBiomass,1,2035,2.86
EL61,Biomass_Ex,GRBiomass,1,2040,2.86
EL61,Biomass_Ex,GRBiomass,1,2045,2.86
EL61,Biomass_Ex,GRBiomass,1,2050,2.86
EL61,CCGT,GRGas,1,2023,1.69
EL61,CCGT,GRGas,1,2025,1.68
EL61,CCGT,GRGas,1,2030,1.67
EL61,CCGT,GRGas,1,2035,1.66
EL61,CCGT,GRGas,1,2040,1.65
EL61,CCGT,GRGas,1,2045,1.65
EL61,CCGT,GRGas,1,2050,1.64
EL62,Batteries_New,Elec_Transmission,1,2023,1
EL62,Batteries_New,Elec_Transmission,1,2025,1
EL62,Batteries_New,Elec_Transmission,1,2030,1
EL62,Batteries_New,Elec_Transmission,1,2035,1
EL62,Batteries_New,Elec_Transmission,1,2040,1
EL62,Batteries_New,Elec_Transmission,1,2045,1
EL62,Batteries_New,Elec_Transmission,1,2050,1
EL62,Biomass,GRBiomass,1,2023,2.86
EL62,Biomass,GRBiomass,1,2025,2.86
EL62,Biomass,GRBiomass,1,2030,2.86
EL62,Biomass,GRBiomass,1,2035,2.86
EL62,Biomass,GRBiomass,1,2040,2.86
EL62,Biomass,GRBiomass,1,2045,2.86
EL62,Biomass,GRBiomass,1,2050,2.86
EL62,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL62,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL62,Biomass_Ex,GRBiomass,1,2023,2.86
EL62,Biomass_Ex,GRBiomass,1,2025,2.86
EL62,Biomass_Ex,GRBiomass,1,2030,2.86
EL62,Biomass_Ex,GRBiomass,1,2035,2.86
EL62,Biomass_Ex,GRBiomass,1,2040,2.86
EL62,Biomass_Ex,GRBiomass,1,2045,2.86
EL62,Biomass_Ex,GRBiomass,1,2050,2.86
EL62,CCGT,GRGas,1,2023,1.69
EL62,CCGT,GRGas,1,2025,1.68
EL62,CCGT,GRGas,1,2030,1.67
EL62,CCGT,GRGas,1,2035,1.66
EL62,CCGT,GRGas,1,2040,1.65
EL62,CCGT,GRGas,1,2045,1.65
EL62,CCGT,GRGas,1,2050,1.64
EL63,Batteries_New,Elec_Transmission,1,2023,1
EL63,Batteries_New,Elec_Transmission,1,2025,1
EL63,Batteries_New,Elec_Transmission,1,2030,1
EL63,Batteries_New,Elec_Transmission,1,2035,1
EL63,Batteries_New,Elec_Transmission,1,2040,1
EL63,Batteries_New,Elec_Transmission,1,2045,1
EL63,Batteries_New,Elec_Transmission,1,2050,1
EL63,Biomass,GRBiomass,1,2023,2.86
EL63,Biomass,GRBiomass,1,2025,2.86
EL63,Biomass,GRBiomass,1,2030,2.86
EL63,Biomass,GRBiomass,1,2035,2.86
EL63,Biomass,GRBiomass,1,2040,2.86
EL63,Biomass,GRBiomass,1,2045,2.86
EL63,Biomass,GRBiomass,1,2050,2.86
EL63,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL63,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL63,Biomass_Ex,GRBiomass,1,2023,2.86
EL63,Biomass_Ex,GRBiomass,1,2025,2.86
EL63,Biomass_Ex,GRBiomass,1,2030,2.86
EL63,Biomass_Ex,GRBiomass,1,2035,2.86
EL63,Biomass_Ex,GRBiomass,1,2040,2.86
EL63,Biomass_Ex,GRBiomass,1,2045,2.86
EL63,Biomass_Ex,GRBiomass,1,2050,2.86
EL63,CCGT,GRGas,1,2023,1.69
EL63,CCGT,GRGas,1,2025,1.68
EL63,CCGT,GRGas,1,2030,1.67
EL63,CCGT,GRGas,1,2035,1.66
EL63,CCGT,GRGas,1,2040,1.65
EL63,CCGT,GRGas,1,2045,1.65
EL63,CCGT,GRGas,1,2050,1.64
EL64,Batteries_New,Elec_Transmission,1,2023,1
EL64,Batteries_New,Elec_Transmission,1,2025,1
EL64,Batteries_New,Elec_Transmission,1,2030,1
EL64,Batteries_New,Elec_Transmission,1,2035,1
EL64,Batteries_New,Elec_Transmission,1,2040,1
EL64,Batteries_New,Elec_Transmission,1,2045,1
EL64,Batteries_New,Elec_Transmission,1,2050,1
EL64,Biomass,GRBiomass,1,2023,2.86
EL64,Biomass,GRBiomass,1,2025,2.86
EL64,Biomass,GRBiomass,1,2030,2.86
EL64,Biomass,GRBiomass,1,2035,2.86
EL64,Biomass,GRBiomass,1,2040,2.86
EL64,Biomass,GRBiomass,1,2045,2.86
EL64,Biomass,GRBiomass,1,2050,2.86
EL64,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL64,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL64,Biomass_Ex,GRBiomass,1,2023,2.86
EL64,Biomass_Ex,GRBiomass,1,2025,2.86
EL64,Biomass_Ex,GRBiomass,1,2030,2.86
EL64,Biomass_Ex,GRBiomass,1,2035,2.86
EL64,Biomass_Ex,GRBiomass,1,2040,2.86
EL64,Biomass_Ex,GRBiomass,1,2045,2.86
EL64,Biomass_Ex,GRBiomass,1,2050,2.86
EL64,CCGT,GRGas,1,2023,1.69
EL64,CCGT,GRGas,1,2025,1.68
EL64,CCGT,GRGas,1,2030,1.67
EL64,CCGT,GRGas,1,2035,1.66
EL64,CCGT,GRGas,1,2040,1.65
EL64,CCGT,GRGas,1,2045,1.65
EL64,CCGT,GRGas,1,2050,1.64
EL30,Batteries_New,Elec_Transmission,1,2023,1
EL30,Batteries_New,Elec_Transmission,1,2025,1
EL30,Batteries_New,Elec_Transmission,1,2030,1
EL30,Batteries_New,Elec_Transmission,1,2035,1
EL30,Batteries_New,Elec_Transmission,1,2040,1
EL30,Batteries_New,Elec_Transmission,1,2045,1
EL30,Batteries_New,Elec_Transmission,1,2050,1
EL30,Biomass,GRBiomass,1,2023,2.86
EL30,Biomass,GRBiomass,1,2025,2.86
EL30,Biomass,GRBiomass,1,2030,2.86
EL30,Biomass,GRBiomass,1,2035,2.86
EL30,Biomass,GRBiomass,1,2040,2.86
EL30,Biomass,GRBiomass,1,2045,2.86
EL30,Biomass,GRBiomass,1,2050,2.86
EL30,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL30,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL30,Biomass_Ex,GRBiomass,1,2023,2.86
EL30,Biomass_Ex,GRBiomass,1,2025,2.86
EL30,Biomass_Ex,GRBiomass,1,2030,2.86
EL30,Biomass_Ex,GRBiomass,1,2035,2.86
EL30,Biomass_Ex,GRBiomass,1,2040,2.86
EL30,Biomass_Ex,GRBiomass,1,2045,2.86
EL30,Biomass_Ex,GRBiomass,1,2050,2.86
EL30,CCGT,GRGas,1,2023,1.69
EL30,CCGT,GRGas,1,2025,1.68
EL30,CCGT,GRGas,1,2030,1.67
EL30,CCGT,GRGas,1,2035,1.66
EL30,CCGT,GRGas,1,2040,1.65
EL30,CCGT,GRGas,1,2045,1.65
EL30,CCGT,GRGas,1,2050,1.64
EL65,Batteries_New,Elec_Transmission,1,2023,1
EL65,Batteries_New,Elec_Transmission,1,2025,1
EL65,Batteries_New,Elec_Transmission,1,2030,1
EL65,Batteries_New,Elec_Transmission,1,2035,1
EL65,Batteries_New,Elec_Transmission,1,2040,1
EL65,Batteries_New,Elec_Transmission,1,2045,1
EL65,Batteries_New,Elec_Transmission,1,2050,1
EL65,Biomass,GRBiomass,1,2023,2.86
EL65,Biomass,GRBiomass,1,2025,2.86
EL65,Biomass,GRBiomass,1,2030,2.86
EL65,Biomass,GRBiomass,1,2035,2.86
EL65,Biomass,GRBiomass,1,2040,2.86
EL65,Biomass,GRBiomass,1,2045,2.86
EL65,Biomass,GRBiomass,1,2050,2.86
EL65,Biomass_CCS,GRBiomass,1,2023,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2025,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2030,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2035,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2040,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2045,3.333333333
EL65,Biomass_CCS,GRBiomass,1,2050,3.333333333
EL65,Biomass_Ex,GRBiomass,1,2023,2.86
EL65,Biomass_Ex,GRBiomass,1,2025,2.86
EL65,Biomass_Ex,GRBiomass,1,2030,2.86
EL65,Biomass_Ex,GRBiomass,1,2035,2.86
EL65,Biomass_Ex,GRBiomass,1,2040,2.86
EL65,Biomass_Ex,GRBiomass,1,2045,2.86
EL65,Biomass_Ex,GRBiomass,1,2050,2.86
EL65,CCGT,GRGas,1,2023,1.69
EL65,CCGT,GRGas,1,2025,1.68
EL65,CCGT,GRGas,1,2030,1.67
EL65,CCGT,GRGas,1,2035,1.66
EL65,CCGT,GRGas,1,2040,1.65
EL65,CCGT,GRGas,1,2045,1.65
EL65,CCGT,GRGas,1,2050,1.64
CHIOS,Chios,GROil,1,2023,2.72
CHIOS,Chios,GROil,1,2025,2.72
CHIOS,Chios,GROil,1,2030,2.72
CHIOS,Chios,GROil,1,2035,2.72
CHIOS,Chios,GROil,1,2040,2.72
CHIOS,Chios,GROil,1,2045,2.72
CHIOS,Chios,GROil,1,2050,2.72
EL51,Elec_Network,Elec_Transmission,1,2023,1
EL51,Elec_Network,Elec_Transmission,1,2025,1
EL51,Elec_Network,Elec_Transmission,1,2030,1
EL51,Elec_Network,Elec_Transmission,1,2035,1
EL51,Elec_Network,Elec_Transmission,1,2040,1
EL51,Elec_Network,Elec_Transmission,1,2045,1
EL51,Elec_Network,Elec_Transmission,1,2050,1
EL52,Elec_Network,Elec_Transmission,1,2023,1
EL52,Elec_Network,Elec_Transmission,1,2025,1
EL52,Elec_Network,Elec_Transmission,1,2030,1
EL52,Elec_Network,Elec_Transmission,1,2035,1
EL52,Elec_Network,Elec_Transmission,1,2040,1
EL52,Elec_Network,Elec_Transmission,1,2045,1
EL52,Elec_Network,Elec_Transmission,1,2050,1
EL53,Elec_Network,Elec_Transmission,1,2023,1
EL53,Elec_Network,Elec_Transmission,1,2025,1
EL53,Elec_Network,Elec_Transmission,1,2030,1
EL53,Elec_Network,Elec_Transmission,1,2035,1
EL53,Elec_Network,Elec_Transmission,1,2040,1
EL53,Elec_Network,Elec_Transmission,1,2045,1
EL53,Elec_Network,Elec_Transmission,1,2050,1
EL54,Elec_Network,Elec_Transmission,1,2023,1
EL54,Elec_Network,Elec_Transmission,1,2025,1
EL54,Elec_Network,Elec_Transmission,1,2030,1
EL54,Elec_Network,Elec_Transmission,1,2035,1
EL54,Elec_Network,Elec_Transmission,1,2040,1
EL54,Elec_Network,Elec_Transmission,1,2045,1
EL54,Elec_Network,Elec_Transmission,1,2050,1
EL61,Elec_Network,Elec_Transmission,1,2023,1
EL61,Elec_Network,Elec_Transmission,1,2025,1
EL61,Elec_Network,Elec_Transmission,1,2030,1
EL61,Elec_Network,Elec_Transmission,1,2035,1
EL61,Elec_Network,Elec_Transmission,1,2040,1
EL61,Elec_Network,Elec_Transmission,1,2045,1
EL61,Elec_Network,Elec_Transmission,1,2050,1
EL62,Elec_Network,Elec_Transmission,1,2023,1
EL62,Elec_Network,Elec_Transmission,1,2025,1
EL62,Elec_Network,Elec_Transmission,1,2030,1
EL62,Elec_Network,Elec_Transmission,1,2035,1
EL62,Elec_Network,Elec_Transmission,1,2040,1
EL62,Elec_Network,Elec_Transmission,1,2045,1
EL62,Elec_Network,Elec_Transmission,1,2050,1
EL63,Elec_Network,Elec_Transmission,1,2023,1
EL63,Elec_Network,Elec_Transmission,1,2025,1
EL63,Elec_Network,Elec_Transmission,1,2030,1
